UID          PID    PPID  C STIME TTY          TIME CMD
agg0162   804531  804480  0 15:40 ?        00:00:00 /usr/libexec/gvfsd-fuse /run/user/1633168969/gvfs -f -o big_writes
agg0162   804533  804480  0 15:40 ?        00:00:00 /usr/libexec/gvfs-udisks2-volume-monitor
agg0162   804556  804480  0 15:40 ?        00:00:00 /usr/libexec/gvfs-goa-volume-monitor
agg0162   804561  804480  0 15:40 ?        00:00:00 /usr/libexec/goa-daemon
agg0162   804615  804480  0 15:40 ?        00:00:00 /usr/libexec/goa-identity-service
agg0162   804617  804480  0 15:40 ?        00:00:00 /usr/bin/gnome-keyring-daemon --start --foreground --components=secrets
agg0162   804624  804471  0 15:40 ?        00:00:00 sshd: agg0162@pts/1
agg0162   804627  804480  0 15:40 ?        00:00:00 /usr/libexec/gvfs-afc-volume-monitor
agg0162   804632  804480  0 15:40 ?        00:00:00 /usr/libexec/gvfs-gphoto2-volume-monitor
agg0162   804636  804480  0 15:40 ?        00:00:00 /usr/libexec/gvfs-mtp-volume-monitor
agg0162   804648  804624  0 15:40 pts/1    00:00:00 -bash
root      804949       2  0 15:58 ?        00:00:03 [kworker/u256:3-nfsiod]
root      805561    1066  0 16:09 ?        00:00:00 sshd: ebp0053 [priv]
ebp0053   805568       1  0 16:09 ?        00:00:00 /lib/systemd/systemd --user
ebp0053   805569  805568  0 16:09 ?        00:00:00 (sd-pam)
ebp0053   805574  805568  0 16:09 ?        00:00:00 /usr/bin/pulseaudio --daemonize=no --log-target=journal
ebp0053   805576  805568  0 16:09 ?        00:00:00 /usr/libexec/tracker-miner-fs
ebp0053   805578  805568  0 16:09 ?        00:00:00 /usr/bin/dbus-daemon --session --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
ebp0053   805613  805568  0 16:09 ?        00:00:00 /usr/libexec/gvfsd
ebp0053   805618  805568  0 16:09 ?        00:00:00 /usr/libexec/gvfsd-fuse /run/user/1633679817/gvfs -f -o big_writes
ebp0053   805621  805568  0 16:09 ?        00:00:00 /usr/libexec/gvfs-udisks2-volume-monitor
ebp0053   805666  805561  0 16:09 ?        00:00:00 sshd: ebp0053@pts/11
ebp0053   805667  805568  0 16:09 ?        00:00:00 /usr/libexec/gvfs-goa-volume-monitor
ebp0053   805671  805568  0 16:09 ?        00:00:00 /usr/libexec/goa-daemon
ebp0053   805678  805568  0 16:09 ?        00:00:00 /usr/libexec/goa-identity-service
ebp0053   805683  805568  0 16:09 ?        00:00:00 /usr/bin/gnome-keyring-daemon --start --foreground --components=secrets
ebp0053   805688  805568  0 16:09 ?        00:00:00 /usr/libexec/gvfs-afc-volume-monitor
ebp0053   805693  805568  0 16:09 ?        00:00:00 /usr/libexec/gvfs-gphoto2-volume-monitor
ebp0053   805698  805568  0 16:09 ?        00:00:00 /usr/libexec/gvfs-mtp-volume-monitor
ebp0053   805712  805666  0 16:09 pts/11   00:00:00 -bash
root      805989       2  0 16:19 ?        00:00:06 [kworker/u256:0-nfsiod]
root      806100       2  0 16:21 ?        00:00:01 [kworker/0:1-events]
root      806713       2  0 16:32 ?        00:00:02 [kworker/u256:1-events_unbound]
root      806981       2  0 16:35 ?        00:00:00 [kworker/1:0-events]
root      807213    1066  0 16:38 ?        00:00:00 sshd: jcb0533 [priv]
jcb0533   807248       1  0 16:39 ?        00:00:00 /lib/systemd/systemd --user
jcb0533   807249  807248  0 16:39 ?        00:00:00 (sd-pam)
jcb0533   807254  807248  0 16:39 ?        00:00:00 /usr/bin/pulseaudio --daemonize=no --log-target=journal
jcb0533   807256  807248  0 16:39 ?        00:00:00 /usr/libexec/tracker-miner-fs
jcb0533   807261  807248  0 16:39 ?        00:00:00 /usr/bin/dbus-daemon --session --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
jcb0533   807282  807248  0 16:39 ?        00:00:00 /usr/libexec/gvfsd
jcb0533   807298  807248  0 16:39 ?        00:00:00 /usr/libexec/gvfsd-fuse /run/user/1633170704/gvfs -f -o big_writes
jcb0533   807299  807248  0 16:39 ?        00:00:00 /usr/libexec/gvfs-udisks2-volume-monitor
jcb0533   807319  807248  0 16:39 ?        00:00:00 /usr/libexec/gvfs-goa-volume-monitor
jcb0533   807324  807248  0 16:39 ?        00:00:00 /usr/libexec/goa-daemon
jcb0533   807340  807248  0 16:39 ?        00:00:00 /usr/libexec/goa-identity-service
jcb0533   807348  807248  0 16:39 ?        00:00:00 /usr/bin/gnome-keyring-daemon --start --foreground --components=secrets
jcb0533   807362  807213  0 16:39 ?        00:00:00 sshd: jcb0533@pts/9
jcb0533   807368  807248  0 16:39 ?        00:00:00 /usr/libexec/gvfs-afc-volume-monitor
jcb0533   807373  807248  0 16:39 ?        00:00:00 /usr/libexec/gvfs-gphoto2-volume-monitor
jcb0533   807377  807248  0 16:39 ?        00:00:00 /usr/libexec/gvfs-mtp-volume-monitor
jcb0533   807394  807248  0 16:39 ?        00:00:00 /usr/libexec/gvfsd-metadata
jcb0533   807398  807362  0 16:39 pts/9    00:00:00 -bash
ebp0053   807695  805712  0 16:41 pts/11   00:00:00 script [options] file1
ebp0053   807696  807695  0 16:41 pts/13   00:00:00 bash -i
root      807737       2  0 16:42 ?        00:00:00 [kworker/u257:2-xprtiod]
root      807780    1066  0 16:43 ?        00:00:00 sshd: tab0331 [priv]
tab0331   807785       1  0 16:43 ?        00:00:00 /lib/systemd/systemd --user
tab0331   807786  807785  0 16:43 ?        00:00:00 (sd-pam)
tab0331   807791  807785  0 16:43 ?        00:00:00 /usr/bin/pulseaudio --daemonize=no --log-target=journal
tab0331   807795  807785  0 16:43 ?        00:00:00 /usr/libexec/tracker-miner-fs
tab0331   807799  807785  0 16:43 ?        00:00:00 /usr/bin/dbus-daemon --session --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
tab0331   807834  807785  0 16:43 ?        00:00:00 /usr/libexec/gvfsd
tab0331   807839  807785  0 16:43 ?        00:00:00 /usr/libexec/gvfsd-fuse /run/user/1633623829/gvfs -f -o big_writes
tab0331   807841  807785  0 16:43 ?        00:00:00 /usr/libexec/gvfs-udisks2-volume-monitor
tab0331   807858  807785  0 16:43 ?        00:00:00 /usr/libexec/gvfs-goa-volume-monitor
tab0331   807866  807785  0 16:43 ?        00:00:00 /usr/libexec/goa-daemon
tab0331   807885  807785  0 16:43 ?        00:00:00 /usr/libexec/goa-identity-service
tab0331   807904  807785  0 16:43 ?        00:00:00 /usr/bin/gnome-keyring-daemon --start --foreground --components=secrets
tab0331   807932  807785  0 16:43 ?        00:00:00 /usr/libexec/gvfs-afc-volume-monitor
tab0331   807937  807785  0 16:43 ?        00:00:00 /usr/libexec/gvfs-gphoto2-volume-monitor
tab0331   807941  807780  0 16:43 ?        00:00:00 sshd: tab0331@pts/0
tab0331   807942  807785  0 16:43 ?        00:00:00 /usr/libexec/gvfs-mtp-volume-monitor
tab0331   807963  807785  0 16:43 ?        00:00:00 /usr/libexec/gvfsd-metadata
tab0331   807967  807941  0 16:43 pts/0    00:00:00 -bash
root      808283    1066  0 16:48 ?        00:00:00 sshd: oda0035 [priv]
oda0035   808322       1  0 16:48 ?        00:00:00 /lib/systemd/systemd --user
oda0035   808323  808322  0 16:48 ?        00:00:00 (sd-pam)
oda0035   808328  808322  0 16:48 ?        00:00:00 /usr/bin/pulseaudio --daemonize=no --log-target=journal
oda0035   808330  808322  0 16:48 ?        00:00:00 /usr/libexec/tracker-miner-fs
oda0035   808332  808322  0 16:48 ?        00:00:00 /usr/bin/dbus-daemon --session --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
oda0035   808367  808322  0 16:48 ?        00:00:00 /usr/libexec/gvfsd
oda0035   808372  808322  0 16:48 ?        00:00:00 /usr/libexec/gvfsd-fuse /run/user/1633227261/gvfs -f -o big_writes
oda0035   808384  808322  0 16:48 ?        00:00:00 /usr/libexec/gvfs-udisks2-volume-monitor
oda0035   808396  808322  0 16:48 ?        00:00:00 /usr/libexec/gvfs-goa-volume-monitor
oda0035   808402  808322  0 16:48 ?        00:00:00 /usr/libexec/goa-daemon
oda0035   808428  808283  0 16:48 ?        00:00:00 sshd: oda0035@pts/7
oda0035   808431  808322  0 16:48 ?        00:00:00 /usr/libexec/goa-identity-service
oda0035   808435  808322  0 16:48 ?        00:00:00 /usr/bin/gnome-keyring-daemon --start --foreground --components=secrets
oda0035   808442  808322  0 16:48 ?        00:00:00 /usr/libexec/gvfs-afc-volume-monitor
oda0035   808447  808322  0 16:48 ?        00:00:00 /usr/libexec/gvfs-gphoto2-volume-monitor
oda0035   808451  808322  0 16:48 ?        00:00:00 /usr/libexec/gvfs-mtp-volume-monitor
oda0035   808465  808428  0 16:48 pts/7    00:00:00 -bash
oda0035   808520  808322  0 16:49 ?        00:00:00 /usr/libexec/gvfsd-metadata
root      808992       2  0 16:52 ?        00:00:00 [kworker/0:0-events]
root      809000       2  0 16:52 ?        00:00:00 [kworker/u256:4-rpciod]
jcb0533   809115  807398  0 16:53 pts/9    00:00:00 nano rec02.c
oda0035   809172  808465  0 16:54 pts/7    00:00:00 nano class7.cpp
root      809301       2  0 16:55 ?        00:00:00 [kworker/u257:1-xprtiod]
root      809321       2  0 16:55 ?        00:00:00 [kworker/1:1-events]
root      809439       2  0 16:58 ?        00:00:00 [kworker/0:2-events]
ssm0310   809520  800399  0 17:03 pts/8    00:00:00 nano
tab0331   809521  807785  1 17:03 ?        00:00:00 /usr/libexec/tracker-store
tab0331   809530  807785  1 17:03 ?        00:00:00 /usr/libexec/tracker-extract
ebp0053   809553  807696  0 17:03 pts/13   00:00:00 ps -ef
